subID,fileID,onset1_transcription_time,onset1_system_time,onset1_frame,offset1_transcription_time,offset1_system_time,offset1_frame,word1,utterances1,source_video_path,source_audio_path,extract_range_onset
5802,__20191206_24543,2009.188755,181.921755,4559,2010.250133,182.983133,4590,cut,you want me to cut it smaller,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,2013.45452,186.18752,4687,2014.707921,187.440921,4724,cut,do you need me to cut it smaller,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5804,__20191219_24593,1689.650639,239.517639,6287,1691.228051,241.095051,6334,cut,am i supposed to cut it in half i do not know,C:\bell\multiwork\experiment_58\included\__20191219_24593\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191219_24593\speech_r\cam04.wav,44404
5806,__20220626_10023,429.919507,152.986507,3691,431.12305,154.19005,3727,cut,should i cut this in half,C:\bell\multiwork\experiment_58\included\__20220626_10023\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220626_10023\speech_r\cam04.wav,9208
5807,__20200221_23185,2122.947854,108.580854,2358,2124.566423,110.199423,2407,cut,i am going to cut the peanut_butter and jelly,C:\bell\multiwork\experiment_58\included\__20200221_23185\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200221_23185\speech_r\cam05.wav,61331
5807,__20200221_23185,2198.146583,183.779583,4614,2200.07268,185.70568,4672,cut,you can have some peanut_butter and jelly should i cut it up,C:\bell\multiwork\experiment_58\included\__20200221_23185\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200221_23185\speech_r\cam05.wav,61331
5807,__20200221_23185,2303.750136,289.383136,7782,2304.640349,290.273349,7809,cut,i am going to cut this one,C:\bell\multiwork\experiment_58\included\__20200221_23185\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200221_23185\speech_r\cam05.wav,61331
5807,__20200221_23185,2371.738139,357.371139,9822,2372.927788,358.560788,9858,cut,okay i will cut this one,C:\bell\multiwork\experiment_58\included\__20200221_23185\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200221_23185\speech_r\cam05.wav,61331
5808,__20200227_24641,2210.250439,216.917439,5609,2211.867941,218.534941,5657,cut,i am going to cut it into rectangle this time,C:\bell\multiwork\experiment_58\included\__20200227_24641\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200227_24641\speech_r\cam04.wav,60700
5810,__20200303_23518,1652.398779,55.3987790000001,763,1653.099974,56.099974,784,cut,should i cut it,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5810,__20200303_23518,1654.331142,57.331142,821,1655.366628,58.366628,852,cut,should i cut the sandwich,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5810,__20200303_23518,1656.15751,59.15751,876,1658.138794,61.138794,935,cut,watch mommy is going to cut it in half,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5810,__20200303_23518,1731.911037,134.911037,3148,1734.210305,137.210305,3217,cut,i am going to cut cut cut the sandwich,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5810,__20200303_23518,1735.025648,138.025648,3242,1736.395424,139.395424,3283,cut,ready i am going to cut it again,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5810,__20200303_23518,1860.694479,263.694479,7012,1862.09687,265.09687,7054,cut,we are going to cut it in half okay,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5810,__20200303_23518,1962.123161,365.123161,10055,1964.349047,367.349047,10121,cut,ready i am going to cut it in half okay oh,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5813,__20211209_10011,162.651522,83.051522,1593,164.561363,84.961363,1650,cut,yes looks good let us cut it up,C:\bell\multiwork\experiment_58\included\__20211209_10011\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20211209_10011\speech_r\cam03.wav,3288
5813,__20211209_10011,398.032202,318.432202,8654,399.106125,319.506125,8686,cut,cut it up,C:\bell\multiwork\experiment_58\included\__20211209_10011\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20211209_10011\speech_r\cam03.wav,3288
5813,__20211209_10011,468.348029,388.748029,10763,470.902224,391.302224,10840,cut,speechx on here cut it in half,C:\bell\multiwork\experiment_58\included\__20211209_10011\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20211209_10011\speech_r\cam03.wav,3288
5814,__20211213_10008,97.111517,124.544517,2837,97.513949,124.946949,2849,cut,cut it,C:\bell\multiwork\experiment_58\included\__20211213_10008\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20211213_10008\speech_r\cam03.wav,77
5814,__20211213_10008,160.017372,187.450372,4725,161.052197,188.485197,4756,cut,and then you cut them,C:\bell\multiwork\experiment_58\included\__20211213_10008\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20211213_10008\speech_r\cam03.wav,77
5814,__20211213_10008,262.142254,289.575254,7788,264.390009,291.823009,7856,cut,we got to cut it in half so will we got two piece again,C:\bell\multiwork\experiment_58\included\__20211213_10008\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20211213_10008\speech_r\cam03.wav,77
5814,__20211213_10008,319.025885,346.458885,9495,320.781642,348.214642,9547,cut,that is one more but i cut it in half,C:\bell\multiwork\experiment_58\included\__20211213_10008\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20211213_10008\speech_r\cam03.wav,77
5814,__20211213_10008,322.619399,350.052399,9603,323.482807,350.915807,9628,cut,we should cut it in half,C:\bell\multiwork\experiment_58\included\__20211213_10008\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20211213_10008\speech_r\cam03.wav,77
5816,__20220316_10015,82.025986,111.992986,2461,82.93682,112.90382,2488,cut,you want me to cut it,C:\bell\multiwork\experiment_58\included\__20220316_10015\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220316_10015\speech_r\cam03.wav,1
5816,__20220316_10015,151.392085,181.359085,4542,151.64947,181.61647,4549,cut,cut,C:\bell\multiwork\experiment_58\included\__20220316_10015\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220316_10015\speech_r\cam03.wav,1
5816,__20220316_10015,154.013348,183.980348,4620,154.584562,184.551562,4638,cut,you want me to cut,C:\bell\multiwork\experiment_58\included\__20220316_10015\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220316_10015\speech_r\cam03.wav,1
5816,__20220316_10015,313.797057,343.764057,9414,314.908953,344.875953,9447,cut,i am going to cut it oh,C:\bell\multiwork\experiment_58\included\__20220316_10015\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220316_10015\speech_r\cam03.wav,1
5824,__20221016_10037,69.180572,99.180572,2076,70.920291,100.920291,2129,cut,and then we are going to cut it in half,C:\bell\multiwork\experiment_58\included\__20221016_10037\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20221016_10037\speech_r\cam03.wav,0
5825,__20221023_10035,304.652717,68.619717,1160,305.963214,69.930214,1199,cut,yes and then i am going to cut it,C:\bell\multiwork\experiment_58\included\__20221023_10035\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20221023_10035\speech_r\cam04.wav,7981
5825,__20221023_10035,412.519085,176.486085,4396,414.191529,178.158529,4446,cut,oh good cut it,C:\bell\multiwork\experiment_58\included\__20221023_10035\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20221023_10035\speech_r\cam04.wav,7981
5825,__20221023_10035,419.595768,183.562768,4608,422.073231,186.040231,4682,cut,cut cut cut cut and then we have two piece,C:\bell\multiwork\experiment_58\included\__20221023_10035\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20221023_10035\speech_r\cam04.wav,7981
5810,__20200303_23518,2000.45244,403.45244,11205,2004.887906,407.887906,11338,close,you think they are sticky i am going to close up the bread and then i will come wipe down your hand okay,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5817,__20220325_10016,148.423394,178.423394,4454,149.569076,179.569076,4488,close,and then we close it up,C:\bell\multiwork\experiment_58\included\__20220325_10016\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220325_10016\speech_r\cam03.wav,0
5825,__20221023_10035,449.793359,213.760359,5514,450.610859,214.577859,5538,close,close that,C:\bell\multiwork\experiment_58\included\__20221023_10035\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20221023_10035\speech_r\cam04.wav,7981
5810,__20200303_23518,1869.858936,272.858936,7287,1873.079541,276.079541,7383,drink,got two sandwich over here mommy is going to pour a drink,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5810,__20200303_23518,1886.567261,289.567261,7788,1891.359533,294.359533,7932,drink,you think i should take a drink oh it is very hard making peanut_butter and jelly sandwich,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5817,__20220325_10016,282.044018,312.044018,8462,282.843399,312.843399,8486,drink,drink some water,C:\bell\multiwork\experiment_58\included\__20220325_10016\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220325_10016\speech_r\cam03.wav,0
5824,__20221016_10037,341.03244,371.03244,10232,341.765579,371.765579,10254,drink,you can drink it,C:\bell\multiwork\experiment_58\included\__20221016_10037\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20221016_10037\speech_r\cam03.wav,0
5801,__20191122_24290,1666.493256,130.460256,3015,1668.360445,132.327445,3071,eat,i know that is how you eat your sandwich is not it,C:\bell\multiwork\experiment_58\included\__20191122_24290\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191122_24290\speech_r\cam04.wav,46981
5801,__20191122_24290,1690.557611,154.524611,3737,1691.606758,155.573758,3768,eat,yummy yummy yummy eat it,C:\bell\multiwork\experiment_58\included\__20191122_24290\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191122_24290\speech_r\cam04.wav,46981
5801,__20191122_24290,1868.358711,332.325711,9071,1869.063033,333.030033,9092,eat,quick eat this piece,C:\bell\multiwork\experiment_58\included\__20191122_24290\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191122_24290\speech_r\cam04.wav,46981
5801,__20191122_24290,1882.569886,346.536886,9497,1883.597023,347.564023,9528,eat,now we eat all this,C:\bell\multiwork\experiment_58\included\__20191122_24290\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191122_24290\speech_r\cam04.wav,46981
5802,__20191206_24543,1924.187531,96.920531,2009,1927.978168,100.711168,2122,eat,oh this is fancy you never get to eat anything like this,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,1930.222224,102.955224,2190,1932.193355,104.926355,2249,eat,you never get to eat anything like this,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,1934.01286,106.74586,2303,1938.743574,111.476574,2445,eat,and i am going to give you the two half of the sandwich and you are going to eat them and i cannot wait to see you do this,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,2000.910006,173.643006,4310,2001.668133,174.401133,4333,eat,you can eat it,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,2021.500741,194.233741,4928,2022.137568,194.870568,4947,eat,you going to eat it,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,2053.633037,226.366037,5892,2056.920445,229.653445,5991,eat,what if i if i make one and i eat it will you eat your,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,2243.05584,415.78884,11575,2243.800458,416.533458,11597,eat,you can eat it,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,2244.244385,416.977385,11610,2244.996645,417.729645,11633,eat,do you want to eat it,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,2319.605996,492.338996,13871,2320.458047,493.191047,13897,eat,you want to eat it,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,2323.296025,496.029025,13982,2324.084477,496.817477,14006,eat,do you want to eat it,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,2331.846068,504.579068,14238,2333.812914,506.545914,14297,eat,oh do you want to eat it,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,2335.000684,507.733684,14333,2336.156008,508.889008,14368,eat,yes you can eat it,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5804,__20191219_24593,1621.812097,171.679097,4251,1622.492806,172.359806,4272,eat,are you going to eat it,C:\bell\multiwork\experiment_58\included\__20191219_24593\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191219_24593\speech_r\cam04.wav,44404
5804,__20191219_24593,1634.523028,184.390028,4633,1635.112103,184.979103,4650,eat,you can eat it,C:\bell\multiwork\experiment_58\included\__20191219_24593\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191219_24593\speech_r\cam04.wav,44404
5805,__20200120_24131,1815.17131,285.30431,7660,1817.440268,287.573268,7728,eat,mmm you are doing a good job eating,C:\bell\multiwork\experiment_58\included\__20200120_24131\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200120_24131\speech_r\cam04.wav,46796
5806,__20220626_10023,329.705833,52.772833,684,330.282635,53.349635,701,eat,are you eating it,C:\bell\multiwork\experiment_58\included\__20220626_10023\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220626_10023\speech_r\cam04.wav,9208
5806,__20220626_10023,349.052411,72.119411,1265,350.533118,73.600118,1309,eat,eat this then i will put some more on it,C:\bell\multiwork\experiment_58\included\__20220626_10023\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220626_10023\speech_r\cam04.wav,9208
5806,__20220626_10023,420.598292,143.665292,3411,421.76438,144.83138,3446,eat,you just eating the jelly,C:\bell\multiwork\experiment_58\included\__20220626_10023\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220626_10023\speech_r\cam04.wav,9208
5810,__20200303_23518,1787.020077,190.020077,4802,1788.031103,191.031103,4832,eat,are you eating,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5810,__20200303_23518,1956.008087,359.008087,9871,1959.041164,362.041164,9962,eat,are you eating bread with peanut_butter and jelly,C:\bell\multiwork\experiment_58\included\__20200303_23518\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200303_23518\speech_r\cam04_5810.wav,48810
5811,__20200306_24498,1201.093756,95.5607560000001,1968,1202.080273,96.5472730000001,1997,eat,because you can not eat them,C:\bell\multiwork\experiment_58\included\__20200306_24498\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200306_24498\speech_r\cam04.wav,34066
5812,__20200309_24826,1001.352685,176.619685,4400,1005.604351,180.871351,4527,eat,you can eat your sandwich if you want to eat your sandwich oops do not touch that do not touch it nope nope nope,C:\bell\multiwork\experiment_58\included\__20200309_24826\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200309_24826\speech_r\cam04.wav,25642
5812,__20200309_24826,1006.597589,181.864589,4557,1007.508711,182.775711,4584,eat,you can eat your sandwich,C:\bell\multiwork\experiment_58\included\__20200309_24826\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200309_24826\speech_r\cam04.wav,25642
5814,__20211213_10008,43.346614,70.779614,1224,44.346391,71.779391,1254,eat,here you go eat that,C:\bell\multiwork\experiment_58\included\__20211213_10008\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20211213_10008\speech_r\cam03.wav,77
5814,__20211213_10008,146.403676,173.836676,4316,147.704524,175.137524,4355,eat,eat your bread just like that,C:\bell\multiwork\experiment_58\included\__20211213_10008\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20211213_10008\speech_r\cam03.wav,77
5815,__20220314_10020,154.853807,184.820807,4646,155.632638,185.599638,4669,eat,are you going to eat it,C:\bell\multiwork\experiment_58\included\__20220314_10020\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220314_10020\speech_r\cam03.wav,1
5816,__20220316_10015,136.806931,166.773931,4104,138.667329,168.634329,4160,eat,can you remember you do not eat it a lot,C:\bell\multiwork\experiment_58\included\__20220316_10015\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220316_10015\speech_r\cam03.wav,1
5816,__20220316_10015,382.686191,412.653191,11481,383.509818,413.476818,11505,eat,do you want to eat some,C:\bell\multiwork\experiment_58\included\__20220316_10015\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220316_10015\speech_r\cam03.wav,1
5816,__20220316_10015,388.737428,418.704428,11662,389.980135,419.947135,11699,eat,you want mommy to eat it up,C:\bell\multiwork\experiment_58\included\__20220316_10015\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220316_10015\speech_r\cam03.wav,1
5816,__20220316_10015,393.657388,423.624388,11810,394.732948,424.699948,11842,eat,babyname you can eat some,C:\bell\multiwork\experiment_58\included\__20220316_10015\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220316_10015\speech_r\cam03.wav,1
5817,__20220325_10016,257.505636,287.505636,7726,258.70615,288.70615,7762,eat,you can eat the sandwich,C:\bell\multiwork\experiment_58\included\__20220325_10016\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20220325_10016\speech_r\cam03.wav,0
5825,__20221023_10035,443.502974,207.469974,5325,445.755781,209.722781,5393,eat,do you want anymore sandwich or are you all done eating yours,C:\bell\multiwork\experiment_58\included\__20221023_10035\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20221023_10035\speech_r\cam04.wav,7981
5826,__20221028_10032,335.700261,365.700261,10072,337.275823,367.275823,10119,eat,did you know your speechx eats it like,C:\bell\multiwork\experiment_58\included\__20221028_10032\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20221028_10032\speech_r\cam03.wav,0
5802,__20191206_24543,1924.187531,96.920531,2009,1927.978168,100.711168,2122,get,oh this is fancy you never get to eat anything like this,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5802,__20191206_24543,1930.222224,102.955224,2190,1932.193355,104.926355,2249,get,you never get to eat anything like this,C:\bell\multiwork\experiment_58\included\__20191206_24543\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20191206_24543\speech_r\cam05.wav,55718
5805,__20200120_24131,1580.07194,50.2049400000001,607,1581.399026,51.5320260000001,647,get,yes i will get you one,C:\bell\multiwork\experiment_58\included\__20200120_24131\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200120_24131\speech_r\cam04.wav,46796
5807,__20200221_23185,2070.92604,56.5590399999999,798,2074.76205,60.3950499999999,913,get,oh is it a big plate i do not think you are going to get the big plate but do you want a sandwich,C:\bell\multiwork\experiment_58\included\__20200221_23185\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200221_23185\speech_r\cam05.wav,61331
5807,__20200221_23185,2183.021053,168.654053,4161,2184.874315,170.507315,4216,get,yes you get to use it today,C:\bell\multiwork\experiment_58\included\__20200221_23185\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200221_23185\speech_r\cam05.wav,61331
5812,__20200309_24826,872.398517,47.665517,531,873.078101,48.345101,551,get,got to get the jelly,C:\bell\multiwork\experiment_58\included\__20200309_24826\cam07_frames_p,C:\bell\multiwork\experiment_58\included\__20200309_24826\speech_r\cam04.wav,25642
